RecipientCountryCode,Year,ReportingOrgID,ReportingOrgName,ReportingOrgType,TransactionProviderID,TransactionProviderName,TransactionProviderType,checkID,ReportingOrgIDRevised,ReportingOrgNameRevised,ReportingOrgTypeRevised
NG,2022,GB-CHC-209131,BRITISH COUNCIL,15,GB-CHC-209131,British Council,15,NG-2022-GB-CHC-209131-BRITISH COUNCIL-GB-CHC-209131-British Council,GB-CHC-209131,British Council,15
NG,2021,GB-CHC-209131,BRITISH COUNCIL,15,GB-CHC-209131,British Council,15,NG-2021-GB-CHC-209131-BRITISH COUNCIL-GB-CHC-209131-British Council,GB-CHC-209132,British Council,15
CD,2021,BE-BCE_KBO-0417549465,Coopération Education Culture,22,BE-BCE_KBO-0417549465 ,Coopération par l’Éducation et la Culture,22,CD-2021-BE-BCE_KBO-0417549465-Coopération Education Culture-BE-BCE_KBO-0417549465 -Coopération par l’Éducation et la Culture,BE-BCE_KBO-0417549465 ,Coopération Education Culture,22
ET,2021,GB-CHC-328434,ChildHopeUK,21,GB-CHC-328434,ChildHope UK,21,ET-2021-GB-CHC-328434-ChildHopeUK-GB-CHC-328434-ChildHope UK,GB-CHC-328434,ChildHopeUK,21
ET,2021,GB-CHC-1092236,Concern Worldwide UK,21,GB-CHC-1092236,Concern Worldwide (UK),NA,ET-2021-GB-CHC-1092236-Concern Worldwide UK-GB-CHC-1092236-Concern Worldwide (UK),GB-CHC-1092236,Concern Worldwide UK,21
NG,2022,GB-COH-1858644,DAI Global UK,70,DAI-COH-1858644,DAI EUROPE LTD,NA,NG-2022-GB-COH-1858644-DAI Global UK-DAI-COH-1858644-DAI EUROPE LTD,DAI-COH-1858644,DAI Global UK,70
NG,2022,GB-COH-1858644,DAI Global UK,70,DAI-COH-1858644,NA,NA,NG-2022-GB-COH-1858644-DAI Global UK-DAI-COH-1858644-NA,DAI-COH-1858644,DAI Global UK,70
NG,2021,GB-COH-1858644,DAI Global UK,70,DAI-COH-1858644,DAI EUROPE LTD,NA,NG-2021-GB-COH-1858644-DAI Global UK-DAI-COH-1858644-DAI EUROPE LTD,DAI-COH-1858644,DAI Global UK,70
CD,2022,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,CD-2022-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
CD,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,CD-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
ET,2021,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,ET-2021-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
ET,2022,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,ET-2022-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
HT,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,HT-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
HT,2022,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,HT-2022-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
NG,2022,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,NG-2022-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
NG,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,NG-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
SS,2021,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SS-2021-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
SS,2022,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SS-2022-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
SS,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SS-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
TD,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,TD-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15
NG,2021,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"NG-2021-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
CD,2022,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"CD-2022-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
CD,2023,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"CD-2023-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
CD,2021,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"CD-2021-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
NG,2022,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"NG-2022-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
NG,2023,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"NG-2023-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
ET,2023,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"ET-2023-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
ET,2022,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"ET-2022-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
ET,2021,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"ET-2021-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
SS,2023,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"SS-2023-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
SS,2021,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"SS-2021-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
SS,2022,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"SS-2022-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
CD,2021,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,CD-2021-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
ET,2021,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,ET-2021-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
NG,2021,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,NG-2021-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
CD,2022,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,CD-2022-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
ET,2022,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,ET-2022-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
NG,2022,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,NG-2022-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
CD,2023,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,CD-2023-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
ET,2023,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,ET-2023-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
NG,2023,GB-COH-03580586-GEC,Girls’ Education Challenge – Fund Manager PwC,70,GB-COH-03580586-GEC,PwC,70,NG-2023-GB-COH-03580586-GEC-Girls’ Education Challenge – Fund Manager PwC-GB-COH-03580586-GEC-PwC,GB-COH-03580586-GEC,PricewaterhouseCoopers LLP,70
CD,2023,GB-CHC-1082565,Humanity & Inclusion - Handicap International UK,21,GB-CHC-1082565,Humanity & Inclusion – Handicap International UK,21,CD-2023-GB-CHC-1082565-Humanity & Inclusion - Handicap International UK-GB-CHC-1082565-Humanity & Inclusion – Handicap International UK,Humanity & Inclusion - Handicap International UK,GB-CHC-1082565,21
HT,2021,XI-IATI-IADB,Inter-American Development Bank,40,NA,IDB Grant Facility Account,40,HT-2021-XI-IATI-IADB-Inter-American Development Bank-NA-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2022,XI-IATI-IADB,Inter-American Development Bank,40,NA,IDB Grant Facility Account,40,HT-2022-XI-IATI-IADB-Inter-American Development Bank-NA-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2023,XI-IATI-IADB,Inter-American Development Bank,40,NA,IDB Grant Facility Account,40,HT-2023-XI-IATI-IADB-Inter-American Development Bank-NA-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2021,XI-IATI-IADB,Inter-American Development Bank,40,HT-COA-1112,IDB Grant Facility Account,40,HT-2021-XI-IATI-IADB-Inter-American Development Bank-HT-COA-1112-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2020,XI-IATI-IADB,Inter-American Development Bank,40,HT-COA-1112,IDB Grant Facility Account,40,HT-2020-XI-IATI-IADB-Inter-American Development Bank-HT-COA-1112-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2022,XI-IATI-IADB,Inter-American Development Bank,40,HT-COA-1311,IDB Grant Facility Account,40,HT-2022-XI-IATI-IADB-Inter-American Development Bank-HT-COA-1311-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2023,XI-IATI-IADB,Inter-American Development Bank,40,HT-COA-1311,IDB Grant Facility Account,40,HT-2023-XI-IATI-IADB-Inter-American Development Bank-HT-COA-1311-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2021,XI-IATI-IADB,Inter-American Development Bank,40,HT-COA-1311,IDB Grant Facility Account,40,HT-2021-XI-IATI-IADB-Inter-American Development Bank-HT-COA-1311-IDB Grant Facility Account,XI-IATI-IADB,Inter-American Development Bank,40
HT,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"HT-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
HT,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"HT-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
NG,2021,GB-COH-877338,The Institute of Development Studies,80,NA,"
",NA,"NG-2021-GB-COH-877338-The Institute of Development Studies-NA-
",GB-COH-877338,The Institute of Development Studies,80
SS,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SS-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
SS,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SS-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
SS,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"SS-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
NG,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"NG-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
NG,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"NG-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
NG,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"NG-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
ET,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"ET-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
ET,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"ET-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
ET,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"ET-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
CD,2020,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"CD-2020-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
TD,2020,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"TD-2020-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
CD,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"CD-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
TD,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"TD-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
CD,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"CD-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
TD,2021,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"TD-2021-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
CD,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"CD-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
TD,2022,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"TD-2022-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
HT,2020,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"HT-2020-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
HT,2023,XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15,,"International Development Research Centre, FR: Centre de recherches pour le développement international",15,"HT-2023-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo-XM-DAC-301-2-International Development Research Centre, FR: Centre de recherches pour le développement international",XM-DAC-301-2,"International Development Research Centre, FR: Centre de recherches pour le développement international, ES: Centro Internacional de Investigaciones para el Desarrollo",15
