RecipientCountryCode,Year,ReportingOrgID,ReportingOrgName,ReportingOrgType,TransactionProviderID,TransactionProviderName,TransactionProviderType,checkID,ReportingOrgIDRevised,ReportingOrgNameRevised,ReportingOrgTypeRevised
HT,2024,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,NA,HT-2024-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation-NO-BRC-971277882-Norad - Norwegian Agency for Development Cooperation,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10
NG,2024,NL-KVK-30114696,Palladium Europe,70,XM-DAC-7,Department for International Development,10,NG-2024-NL-KVK-30114696-Palladium Europe-XM-DAC-7-Department for International Development,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
SS,2024,NL-KVK-30114696,Palladium Europe,70,XM-DAC-7,Department for International Development,10,SS-2024-NL-KVK-30114696-Palladium Europe-XM-DAC-7-Department for International Development,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
ET,2024,NL-KVK-30114696,Palladium Europe,70,XM-DAC-7,Department for International Development,10,ET-2024-NL-KVK-30114696-Palladium Europe-XM-DAC-7-Department for International Development,XM-DAC-7,Ministry of Foreign Affairs of the Netherlands,10
SS,2024,GB-SC-SC012302,Scottish Catholic International Aid Fund (SCIAF),21,GB-SC-SC012302,SCIAF,21,SS-2024-GB-SC-SC012302-Scottish Catholic International Aid Fund (SCIAF)-GB-SC-SC012302-SCIAF,GB-SC-SC012302,Scottish Catholic International Aid Fund (SCIAF),21
SS,2024,GB-SC-SC012302,Scottish Catholic International Aid Fund (SCIAF),21,GB-GOV-1,FCDO,10,SS-2024-GB-SC-SC012302-Scottish Catholic International Aid Fund (SCIAF)-GB-GOV-1-FCDO,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
ET,2024,GB-UKPRN-10007783,Not Relevant,80,University of Aberdeen,NA,80,ET-2024-GB-UKPRN-10007783-Not Relevant-University of Aberdeen-NA,NA,University of Aberdeen,80
ET,2024,NL-KVK-09098104,Wageningen University & Research - Stichting Wageningen Research,80,NL-KVK-09098104,Wageningen University & Research - Stichting Wageningen Research ,80,ET-2024-NL-KVK-09098104-Wageningen University & Research - Stichting Wageningen Research-NL-KVK-09098104-Wageningen University & Research - Stichting Wageningen Research ,NL-KVK-09098104,Wageningen University & Research - Stichting Wageningen Research ,80
TD,2024,XM-DAC-46002,African Development Bank,40,XM-DAC-TSF,Transition Support Facility,NA,TD-2024-XM-DAC-46002-African Development Bank-XM-DAC-TSF-Transition Support Facility,XM-DAC-46002,African Development Bank,40
ET,2024,XI-IATI-WBTF,World Bank Trust Funds,40,NA,World Bank Trust Funds,NA,ET-2024-XI-IATI-WBTF-World Bank Trust Funds-NA-World Bank Trust Funds,44000,World Bank,40
CD,2024,44000,World Bank,40,44002,IDA Credit,NA,CD-2024-44000-World Bank-44002-IDA Credit,44000,World Bank,40
ET,2024,44000,World Bank,40,44002,IDA Credit,NA,ET-2024-44000-World Bank-44002-IDA Credit,44000,World Bank,40
HT,2024,44000,World Bank,40,44002,IDA Credit,NA,HT-2024-44000-World Bank-44002-IDA Credit,44000,World Bank,40
NG,2024,44000,World Bank,40,44002,IDA Credit,NA,NG-2024-44000-World Bank-44002-IDA Credit,44000,World Bank,40
CD,2024,XM-DAC-46002,African Development Bank,40,XM-DAC-46003,African Development Fund,NA,CD-2024-XM-DAC-46002-African Development Bank-XM-DAC-46003-African Development Fund,XM-DAC-46002,African Development Bank,40
CD,2024,XM-DAC-46002,African Development Bank,40,XM-DAC-TSF,Transition Support Facility,NA,CD-2024-XM-DAC-46002-African Development Bank-XM-DAC-TSF-Transition Support Facility,XM-DAC-46002,African Development Bank,40
TD,2024,44000,World Bank,40,44002,IDA Credit,NA,TD-2024-44000-World Bank-44002-IDA Credit,44000,World Bank,40
SO,2022,GB-CHC-209131,BRITISH COUNCIL,15,GB-CHC-209131,British Council,15,SO-2022-GB-CHC-209131-BRITISH COUNCIL-GB-CHC-209131-British Council,GB-CHC-209131,British Council,15
SO,2021,GB-CHC-209131,BRITISH COUNCIL,15,GB-CHC-209131,British Council,15,SO-2021-GB-CHC-209131-BRITISH COUNCIL-GB-CHC-209131-British Council,GB-CHC-209131,British Council,15
SO,2024,XM-DAC-46002,African Development Bank,40,XM-DAC-46003,African Development Fund,NA,SO-2024-XM-DAC-46002-African Development Bank-XM-DAC-46003-African Development Fund,XM-DAC-46003,African Development Fund,40
SO,2023,XM-DAC-46002,African Development Bank,40,XM-DAC-TSF,Transition Support Facility,NA,SO-2023-XM-DAC-46002-African Development Bank-XM-DAC-TSF-Transition Support Facility,XM-DAC-TSF,Transition Support Facility,40
SO,2023,XM-DAC-46002,African Development Bank,40,XM-DAC-46003,African Development Fund,NA,SO-2023-XM-DAC-46002-African Development Bank-XM-DAC-46003-African Development Fund,XM-DAC-46003,African Development Fund,40
SO,2024,XM-DAC-46002,African Development Bank,40,XM-DAC-TSF,Transition Support Facility,NA,SO-2024-XM-DAC-46002-African Development Bank-XM-DAC-TSF-Transition Support Facility,XM-DAC-TSF,Transition Support Facility,40
SD,2021,XM-DAC-46002,African Development Bank,40,XM-DAC-TSF,Transition Support Facility,NA,SD-2021-XM-DAC-46002-African Development Bank-XM-DAC-TSF-Transition Support Facility,XM-DAC-TSF,Transition Support Facility,40
SD,2022,XM-DAC-46002,African Development Bank,40,XM-DAC-TSF,Transition Support Facility,NA,SD-2022-XM-DAC-46002-African Development Bank-XM-DAC-TSF-Transition Support Facility,XM-DAC-TSF,Transition Support Facility,40
AF,2022,GB-CHC-292506,CARE International UK,21,GB-CHC-292506,CARE International UK,NA,AF-2022-GB-CHC-292506-CARE International UK-GB-CHC-292506-CARE International UK,GB-CHC-292506,CARE International UK,21
AF,2021,GB-CHC-292506,CARE International UK,21,GB-CHC-292506,CARE International UK,NA,AF-2021-GB-CHC-292506-CARE International UK-GB-CHC-292506-CARE International UK,GB-CHC-292506,CARE International UK,21
AF,2023,GB-CHC-292506,CARE International UK,21,GB-CHC-292506,CARE International UK,NA,AF-2023-GB-CHC-292506-CARE International UK-GB-CHC-292506-CARE International UK,GB-CHC-292506,CARE International UK,21
SO,2022,GB-CHC-292506,CARE International UK,21,GB-CHC-292506,CARE International UK,NA,SO-2022-GB-CHC-292506-CARE International UK-GB-CHC-292506-CARE International UK,GB-CHC-292506,CARE International UK,21
SO,2021,GB-CHC-292506,CARE International UK,21,GB-CHC-292506,CARE International UK,NA,SO-2021-GB-CHC-292506-CARE International UK-GB-CHC-292506-CARE International UK,GB-CHC-292506,CARE International UK,21
SO,2023,GB-CHC-292506,CARE International UK,21,GB-CHC-292506,CARE International UK,NA,SO-2023-GB-CHC-292506-CARE International UK-GB-CHC-292506-CARE International UK,GB-CHC-292506,CARE International UK,21
SO,2024,GB-CHC-292506,CARE International UK,21,GB-CHC-292506,CARE International UK,NA,SO-2024-GB-CHC-292506-CARE International UK-GB-CHC-292506-CARE International UK,GB-CHC-292506,CARE International UK,21
AF,2021,NL-KVK-41160054,Cordaid,21,NL-KVK-41160054,Cordaid Afghanistan,21,AF-2021-NL-KVK-41160054-Cordaid-NL-KVK-41160054-Cordaid Afghanistan,NL-KVK-41160054,Cordaid,21
AF,2021,NL-KVK-41160054,Cordaid,21,NL-KVK-41160054,Cordaid Global Office,21,AF-2021-NL-KVK-41160054-Cordaid-NL-KVK-41160054-Cordaid Global Office,NL-KVK-41160054,Cordaid,21
SO,2022,KE-NCB-218/051/9384/74,CARE International-Somalia,21,KE-NCB-218/051/9384/74,National NGO,22,SO-2022-KE-NCB-218/051/9384/74-CARE International-Somalia-KE-NCB-218/051/9384/74-National NGO,KE-NCB-218/051/9384/74,CARE International-Somalia,21
SO,2021,KE-NCB-218/051/9384/74,CARE International-Somalia,21,KE-NCB-218/051/9384/74,National NGO,22,SO-2021-KE-NCB-218/051/9384/74-CARE International-Somalia-KE-NCB-218/051/9384/74-National NGO,KE-NCB-218/051/9384/74,CARE International-Somalia,21
SO,2024,KE-NCB-218/051/9384/74,CARE International-Somalia,21,KE-NCB-218/051/9384/74,National NGO,22,SO-2024-KE-NCB-218/051/9384/74-CARE International-Somalia-KE-NCB-218/051/9384/74-National NGO,KE-NCB-218/051/9384/74,CARE International-Somalia,21
SO,2021,KE-NCB-218/051/9384/74,CARE International-Somalia,21,KE-NCB-218/051/9384/74,International NGO,21,SO-2021-KE-NCB-218/051/9384/74-CARE International-Somalia-KE-NCB-218/051/9384/74-International NGO,KE-NCB-218/051/9384/74,CARE International-Somalia,21
SO,2022,KE-NCB-218/051/9384/74,CARE International-Somalia,21,KE-NCB-218/051/9384/74,International NGO,21,SO-2022-KE-NCB-218/051/9384/74-CARE International-Somalia-KE-NCB-218/051/9384/74-International NGO,KE-NCB-218/051/9384/74,CARE International-Somalia,21
SO,2023,KE-NCB-218/051/9384/74,CARE International-Somalia,21,KE-NCB-218/051/9384/74,International NGO,21,SO-2023-KE-NCB-218/051/9384/74-CARE International-Somalia-KE-NCB-218/051/9384/74-International NGO,KE-NCB-218/051/9384/74,CARE International-Somalia,21
AF,2021,XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",10,XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",NA,"AF-2021-XM-DAC-3-1-Ministry of Foreign Affairs, Denmark-XM-DAC-3-1-Ministry of Foreign Affairs, Denmark",XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",10
UA,2024,XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",10,XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",NA,"UA-2024-XM-DAC-3-1-Ministry of Foreign Affairs, Denmark-XM-DAC-3-1-Ministry of Foreign Affairs, Denmark",XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",10
AF,2022,XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",10,XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",NA,"AF-2022-XM-DAC-3-1-Ministry of Foreign Affairs, Denmark-XM-DAC-3-1-Ministry of Foreign Affairs, Denmark",XM-DAC-3-1,"Ministry of Foreign Affairs, Denmark",10
SD,2022,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SD-2022-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SD,2024,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SD-2024-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SD,2023,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SD-2023-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SD,2021,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SD-2021-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SO,2021,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SO-2021-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SO,2023,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SO-2023-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SO,2022,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SO-2022-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SO,2024,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,SO-2024-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
PS,2022,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,PS-2022-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
PS,2021,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,PS-2021-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
PS,2024,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,PS-2024-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
PS,2023,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,PS-2023-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
UA,2023,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,UA-2023-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
UA,2024,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,UA-2024-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
UA,2022,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,NA,UA-2022-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development-XM-DAC-6-4-AICS - Italian Agency for Cooperation and Development,XM-DAC-6-4,AICS - Italian Agency for Cooperation and Development,10
SD,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SD-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,40
SO,2021,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SO-2021-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,40
SO,2022,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SO-2022-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,40
SO,2024,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SO-2024-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,40
SO,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,SO-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,40
UA,2024,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,UA-2024-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,40
UA,2023,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,15,XI-IATI-EC_INTPA,European Commission - Directorate General for International Partnerships,15,UA-2023-XI-IATI-EC_INTPA-European Commission - Directorate-General for International Partnerships-XI-IATI-EC_INTPA-European Commission - Directorate General for International Partnerships,XI-IATI-EC_INTPA,European Commission - Directorate-General for International Partnerships,40
PS,2022,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,PS-2022-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,40
PS,2021,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,PS-2021-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,40
PS,2024,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,PS-2024-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,40
PS,2023,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,PS-2023-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,40
AF,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,AF-2021-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
AF,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,AF-2022-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
AF,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,AF-2023-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SO,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,SO-2023-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SO,2024,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,SO-2024-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SO,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,SO-2021-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
PS,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,PS-2021-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
PS,2024,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,PS-2024-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SD,2021,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,SD-2021-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SD,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,SD-2022-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SD,2023,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,SD-2023-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
SD,2024,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,SD-2024-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
UA,2022,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,UA-2022-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
UA,2024,XM-OCHA-HPC8773,Education Cannot Wait,40,NA,Education Cannot Wait,NA,UA-2024-XM-OCHA-HPC8773-Education Cannot Wait-NA-Education Cannot Wait,XM-OCHA-HPC8773,Education Cannot Wait,40
UA,2024,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,UA-2024-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15
UA,2022,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,UA-2022-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15
UA,2021,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,UA-2021-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15
UA,2023,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15,XI-IATI-EC_NEAR,European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,15,UA-2023-XI-IATI-EC_NEAR-European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations-XI-IATI-EC_NEAR-European Commission - Directorate General for Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,European Commission - Directorate-General for Neighbourhood and Enlargement Negotiations,15
PS,2021,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"PS-2021-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
PS,2022,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"PS-2022-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
PS,2023,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"PS-2023-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
PS,2024,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"PS-2024-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
SD,2024,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"SD-2024-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
UA,2024,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"UA-2024-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
UA,2023,GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10,GB-GOV-1,"Foreign, Commonwealth and Development Office (FCDO)",NA,"UA-2023-GB-GOV-1-UK - Foreign, Commonwealth Development Office (FCDO)-GB-GOV-1-Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1,"UK - Foreign, Commonwealth Development Office (FCDO)",10
